Movie,Director,Country,Year
The Impossible,J.A. Bayona,"Spain, Thailand, United States",2012
The Incident,Isaac Ezban,Mexico,2014
The Incredible Jessica James,Jim Strouse,United States,2017
The Incredible Story of the Giant Pear,"Philip Einstein Lipski, JÃ¸rgen Lerdam, Amalie NÃ¦sby Fick",Denmark,2018
The Incredibles 2,Brad Bird,United States,2018
The Indian in the Cupboard,Frank Oz,United States,1995
The Influence,Dennis Rovira van Boekholt,"Spain, France",2019
The Informant!,Steven Soderbergh,United States,2009
The Intent,"Femi Oyeniran, Kalvadour Peterson",United Kingdom,2016
The Intent 2: The Come Up,"Femi Oyeniran, Nicky Slimting Walker",United Kingdom,2018
The International Player,Ahmed Medhat,Egypt,2009
The Interview,Craig Monahan,Australia,1998
The Intouchables,"Olivier Nakache, Ãric Toledano",France,2011
The Invention of Lying,"Ricky Gervais, Matthew Robinson",United States,2009
The Invisible Guardian,Fernando GonzÃ¡lez Molina,"Spain, Germany",2017
The Invisible Guest,Paulo Oriol,Spain,2016
The Invitation,Karyn Kusama,United States,2015
The Irishman,Martin Scorsese,United States,2019
The Irishman: In Conversation,,United States,2019
The Iron Lady,Phyllida Lloyd,"United Kingdom, France",2011
The Island,Toka McBaror,Nigeria,2018
The Ivory Game,"Kief Davidson, Richard Ladkani",Austria,2016
The Jack King Affair,"Benjamin Cohen, Nicolas Cotto",France,2015
The Jane Austen Book Club,Robin Swicord,United States,2007
The Journey Is the Destination,Bronwen Hughes,United States,2016
The Jungle School,Riri Riza,Indonesia,2013
The Karate Kid,Harald Zwart,"United States, China",2010
The Keeping Hours,Karen Moncrieff,United States,2017
The Killer,Marcelo GalvÃ£o,Brazil,2017
The Killing of a Sacred Deer,Yorgos Lanthimos,"Ireland, United Kingdom",2017
The Kindergarten Teacher,Sara Colangelo,"United States, Israel, United Kingdom, Canada",2018
The King,David MichÃ´d,"United Kingdom, Hungary, Australia",2019
The King's Speech,Tom Hooper,"United Kingdom, United States, Australia",2010
The Kissing Booth,Vince Marcello,"United Kingdom, United States",2018
The Kissing Booth 2,Vince Marcello,"United Kingdom, United States",2020
The Kite,Randa Chahal Sabbag,"Lebanon, France",2003
The Knight Before Christmas,Monika Mitchell,United States,2019
The Lake House,Alejandro Agresti,United States,2006
The Lamb,Timothy Reckart,United States,2017
The Land,Youssef Chahine,Egypt,1970
The Land of Cards,Qaushiq Mukherjee,India,2012
The Land of Steady Habits,Nicole Holofcener,United States,2018
The Land of the Enlightened,Pieter-Jan De Pue,"Belgium, Ireland, Netherlands, Germany, Afghanistan",2016
The Larva Island Movie,Ahn Byoung-wook,South Korea,2020
The Last Airbender,M. Night Shyamalan,United States,2010
The Last Bomb of the Second World War,Athiyan Athirai,India,2019
The Last Boy Scout,Tony Scott,United States,1991
The Last Days of American Crime,Olivier Megaton,United States,2020
The Last Days of Chez Nous,Gillian Armstrong,Australia,1992
The Last Exorcism,Daniel Stamm,"France, United States",2010
The Last Face,Sean Penn,United States,2016
The Last Hangover,Rodrigo Van Der Put,Brazil,2018
The last hour,Eduardo Mendoza de Echave,"Chile, Peru",2017
The Last Laugh,Greg Pritikin,United States,2019
The Last Man on the Moon,Mark Craig,United Kingdom,2014
The Last Resort,"Dennis Scholl, Kareem Tabsch",United States,2018
The Last Runway,"Rodrigo SalomÃ³n, Pietro Scappini","Paraguay, Argentina",2018
The Last Shaman,Raz Degan,"United Kingdom, Italy, Israel, Peru, United States",2016
The Last Summer,William Bindley,United States,2019
The Last Thing He Wanted,Dee Rees,United States,2020
The Last Whistle,Rob Smat,United States,2019
The Late Bloomer,Kevin Pollak,United States,2016
The Laundromat,Steven Soderbergh,United States,2019
The Laws of Thermodynamics,Mateo Gil,Spain,2018
The Legacy of a Whitetail Deer Hunter,Jody Hill,United States,2018
The Legacy of the Bones,Fernando GonzÃ¡lez Molina,"Spain, Germany",2019
The Legend of 420,Peter Spirer,United States,2017
The Legend of Bhagat Singh,Rajkumar Santoshi,India,2002
The Legend of Cocaine Island,Theo Love,United States,2019
The Legend of Michael Mishra,Manish Jha,India,2016
The Letter Reader,Sibusiso Khuzwayo,South Africa,2019
The Life Ahead,Edoardo Ponti,Italy,2020
The Lift Boy,Jonathan Augustin,India,2020
The Light of My Eyes,,,2010
The Lighthouse of the Orcas,Gerardo Olivares,"Spain, Argentina",2016
The Lion Woman,Vibeke IdsÃ¸e,"Norway, Germany",2016
The Little Hours,Jeff Baena,"Canada, United States",2017
The Little Mermaid,"Blake Harris, Chris Bouchard",United States,2018
The Little Prince,Mark Osborne,"France, Canada, Italy, United States, China",2015
The Little Switzerland,Kepa Sojo,Spain,2019
The Little Vampire,"Richard Claus, Karsten Kiilerich","Netherlands, Germany, Denmark, United Kingdom",2017
The Little Wars,Maroun Baghdadi,"France, Lebanon",1982
The Lives of Others,Florian Henckel von Donnersmarck,Germany,2006
The Lobster,Yorgos Lanthimos,"Ireland, United Kingdom, Greece, France, Netherlands",2015
The Lodgers,Brian O'Malley,Ireland,2017
The Lonely Island Presents: The Unauthorized Bash Brothers Experience,"Mike Diva, Akiva Schaffer",,2019
The Long Dumb Road,Hannah Fidell,United States,2018
The Long Goodbye: The Kara Tippetts Story,Jay Lyons,United States,2019
The Longest Yard,Robert Aldrich,United States,1974
The Longshots,Fred Durst,United States,2008
The Look of Silence,Joshua Oppenheimer,"Denmark, Indonesia, Finland, Norway, United Kingdom, Israel, France, United States, Germany, Netherlands",2014
The Lord of the Rings: The Return of the King,Peter Jackson,"New Zealand, United States",2003
The Lord of the Rings: The Two Towers,Peter Jackson,"New Zealand, United States",2002
The Lost Brother,Israel AdriÃ¡n Caetano,"Argentina, Uruguay, Spain, France",2017
The Lost Husband,Vicky Wight,United States,2020
The Lost Okoroshi,Abba T. Makama,Nigeria,2019
The Love Affair,Nuel Naval,Philippines,2015
The Love Guru,Marco Schnabel,"United Kingdom, Germany, United States",2008
The Lovebirds,Michael Showalter,United States,2020
The Lovers,Azazel Jacobs,United States,2017
The Lovers and the Despot,"Robert Cannan, Ross Adam",United Kingdom,2016
The lynx,StanisÅaw RÃ³Å¼ewicz,Poland,1982
The Mad Monk,Johnny To,Hong Kong,1993
The Magic Pill,Robert Tate,"United States, Australia, South Africa, United Kingdom",2017
The Magic School Bus Rides Again In the Zone,Richard Weston,Canada,2020
The Magic School Bus Rides Again Kids In Space,Richard Weston,United States,2020
The Magic School Bus Rides Again The Frizz Connection,Richard Weston,Canada,2020
The Main Event,Jay Karas,United States,2020
The Man Who Feels No Pain,Vasan Bala,India,2018
The Man Who Would Be Polka King,"John Mikulak, Joshua Brown",United States,2009
The Man Without Gravity,Marco Bonfanti,"Italy, Belgium",2019
The Mansion,Tony Datis,"France, Belgium",2017
The Married Couples,Hassan AbdulSalam,Egypt,1981
The Mars Generation,Michael Barnett,United States,2017
The Mask of Zorro,Martin Campbell,"United States, Germany, Mexico",1998
The Massively Mixed-Up Middle School Mystery,Will Eisenberg,United States,2015
The Master,Paul Thomas Anderson,United States,2012
The Match,Francesco Carnesecchi,Italy,2020
The Matrix,"Lilly Wachowski, Lana Wachowski",United States,1999
The Matrix Reloaded,"Lilly Wachowski, Lana Wachowski",United States,2003
The Matrix Revolutions,"Lilly Wachowski, Lana Wachowski",United States,2003
The Maus,Yayo Herrero,Spain,2017
The Mayo Clinic,"Ken Burns, Christopher Loren Ewers, Erik Ewers",United States,2018
The Mayor,Park In-je,South Korea,2017
The Meaning of Monty Python,Albert Sharpe,United Kingdom,2013
The Memory of Water,MatÃ­as Bize,"Chile, Spain, Argentina, Germany",2015
"The Memphis Belle: A Story of a
Flying Fortress",William Wyler,United States,1944
The Men Who Stare at Goats,Grant Heslov,"United States, United Kingdom",2009
The Meyerowitz Stories (New and Selected),Noah Baumbach,United States,2017
The Midas Touch,Chi Keung Fung,Hong Kong,2013
The Midnight Sky,George Clooney,United States,2020
The Milk System,Andreas Pichler,"Germany, Italy",2017
The Millions,"Toka McBaror, Tunde Apalowo",Nigeria,2019
The Minimalists: Less Is Now,,United States,2021
The Mirror Boy,Obi Emelonye,"United Kingdom, Nigeria",2011
The Mistress,Olivia M. Lamasan,Philippines,2012
The Mitfords: A Tale of Two Sisters,Edward Cotterill,United Kingdom,2017
The Model,Mads Matthiesen,Denmark,2016
The Monster,Bryan Bertino,"United States, Canada",2016
The Monster of Mangatiti,John Banas,New Zealand,2015
The Most Assassinated Woman in the World,Franck RibiÃ¨re,"Belgium, United Kingdom, United States",2018
The Most Hated Woman in America,Tommy O'Haver,United States,2017
The Most Unknown,Ian Cheney,United States,2018
The Motive,Manuel MartÃ­n Cuenca,"Spain, Mexico",2017
The Muppets,James Bobin,United States,2011
The Music of Silence,Michael Radford,Italy,2017
The Naked Gun 2 1/2: The Smell of Fear,David Zucker,,1991
The Naked Gun: From the Files of Police Squad!,David Zucker,United States,1988
The Natural,Barry Levinson,United States,1984
The Negro Soldier,Stuart Heisler,United States,1944
The Netflix Afterparty: The Best Shows of The Worst Year,,United States,2020
The New Romantic,Carly Stone,Canada,2018
The Next Karate Kid,Christopher Cain,United States,1994
The Next Skin,"Isaki Lacuesta, Isa Campo","Spain, Switzerland",2016
The Night Clerk,Michael Cristofer,United States,2020
The Night Comes for Us,Timo Tjahjanto,"Indonesia, United States",2018
The NSU-Complex,"Stefan Aust, Dirk Laabs",Germany,2016
The Nut Job,Peter Lepeniotis,"Canada, South Korea, United States",2014
The Nutcracker and the Four Realms,"Lasse HallstrÃ¶m, Joe Johnston",United States,2018
The Occupant,"Ãlex Pastor, David Pastor",Spain,2020
The Old Guard,Gina Prince-Bythewood,United States,2020
The Old Thieves: The Legend of Artegios,Everardo GonzÃ¡lez,Mexico,2007
The One I Love,Charlie McDowell,United States,2014
The Only Mother To You All,Wenn V. Deramas,Philippines,2008
The Open House,"Matt Angel, Suzanne Coote","Canada, United States",2018
The Original Kings of Comedy,Spike Lee,United States,2000
The Other,Youssef Chahine,"France, Egypt",1999
The Other Guys,Adam McKay,United States,2010
The Other One: The Long Strange Trip of Bob Weir,Mike Fleiss,United States,2015
The Other Side of the Wind,Orson Welles,"France, Iran, United States",2018
The Ottoman Lieutenant,Joseph Ruben,"Turkey, United States",2017
The Outcasts,Peter Hutchings,United States,2017
The Outpost,Rod Lurie,"United States, Bulgaria",2020
The Outsider,Timothy Woodward Jr.,United States,2019
The Package,Jake Szymanski,United States,2018
The Panti Sisters,Jun Lana,Philippines,2019
The Paramedic,Carles Torras,Spain,2020
The Parole Officer,John Duigan,United Kingdom,2001
The Pass,Ben A. Williams,United Kingdom,2016
The Peacemaker,Mimi Leder,United States,1997
The Pelican Brief,Alan J. Pakula,United States,1993
The Perfect Date,Chris Nelson,United States,2019
The Perfect Day,Jean-Pierre Devillers,,2018
The Perfect Dictatorship,Luis Estrada,Mexico,2014
The Perfect Picture: Ten Years Later,Shirley Frimpong-Manso,Ghana,2019
The Perfection,Richard Shepard,United States,2019
The Perks of Being a Wallflower,Stephen Chbosky,United States,2012
The Phantom of the Opera,Joel Schumacher,"United Kingdom, United States",2004
The Photographer Of Mauthausen,Mar Targarona,Spain,2018
The Physician,Philipp StÃ¶lzl,Germany,2013
The Pink Panther,Shawn Levy,"United States, Czech Republic",2006
The Pirate Fairy,Peggy Holmes,United States,2014
The Pirates of Somalia,Bryan Buckley,"Somalia, Kenya, Sudan, South Africa, United States",2017
The Pirates! Band of Misfits,"Peter Lord, Jeff Newitt","United Kingdom, United States",2012
The Pixar Story,Leslie Iwerks,United States,2007
The Place Beyond the Pines,Derek Cianfrance,United States,2012
The Plagues of Breslau,Patryk Vega,Poland,2018
The Plan,Keerthi,India,2015
The Player,Ahmad El-Badri,Egypt,2012
The Players,Stefano Mordini,Italy,2020
The Polar Express,Robert Zemeckis,United States,2004
The Polka King,Maya Forbes,United States,2018
The Power of Grayskull: The Definitive History of He-Man and the Masters of the Universe,"Randall Lobb, Robert McCallum","Canada, United States",2017
The President's Barber,Chan-sang Lim,South Korea,2004
The Price of Success,Teddy Lussi-Modeste,France,2017
The Prince,Brian A. Miller,"United States, United Kingdom",2014
The Prince & Me,Martha Coolidge,"United States, Czech Republic",2004
The Princess and the Frog,"Ron Clements, John Musker",United States,2009
The Princess Switch,,United States,2018
The Princess Switch: Switched Again,Mike Rohl,United States,2020
The Prison,Na Hyeon,South Korea,2017
The Professor and the Madman,Farhad Safinia,"Ireland, France, Iceland, United States, Mexico, Belgium, United Kingdom, Hong Kong",2019
The Prom,Ryan Murphy,United States,2020
The Promise,Terry George,"Spain, United States",2016
The Pursuit,John Papola,United States,2019
The Pursuit of Happyness,Gabriele Muccino,United States,2006
The Push,"Grant Korgan, Brian Niles",United States,2018
The Queen,Frank Simon,United States,1968
The Rachel Divide,Laura Brownson,United States,2018
The Rainbow Troops,Riri Riza,Indonesia,2008
The Rainmaker,Francis Ford Coppola,"United States, Germany",1997
The Rat Race,Miriam Chandy Menacherry,India,2010
The Real Miyagi,Kevin Derek,"United States, Canada, Japan, Panama",2015
The Rebound,Shaina Allen,United States,2016
The Reconquest,JonÃ¡s Trueba,Spain,2016
The Red Sea Diving Resort,Gideon Raff,Canada,2019
The Redeemed and the Dominant: Fittest on Earth,"Heber Cannon, Mariah Moore, Marston Sawyers",United States,2017
The Rehearsal,Alison MacLean,New Zealand,2016
The Reliant,Paul Munger,United States,2019
The Remix: Hip Hop X Fashion,"Lisa CortÃ©s, Farah X",United States,2019
The Republic of Imbaba,Ahmed Al-Badry,,2015
The Reservoir Game,Choi Jin-seong,South Korea,2017
The Resistance Banker,Joram LÃ¼rsen,Netherlands,2018
The Rezort,Steve Barker,"United Kingdom, Spain, Belgium",2016
The Ridiculous 6,Frank Coraci,United States,2015
The Rift: The Dark Side of the Moon,Dejan ZeÄeviÄ,"Serbia, South Korea, Slovenia",2016
The Right One,Hadi El Bagoury,Egypt,2011
The Ring,Gore Verbinski,United States,2002
The Riot Club,Lone Scherfig,United Kingdom,2014
The Ritual,David Bruckner,"United Kingdom, Canada",2018
The River Thief,N.D. Wilson,United States,2016
The River Wild,Curtis Hanson,United States,1994
The Road to El Camino: Behind the Scenes of El Camino: A Breaking Bad Movie,,United States,2019
The Rolling Stones: OlÃ© OlÃ© OlÃ©! A Trip Across Latin America,Paul Dugdale,United Kingdom,2016
The Roommate,Christian E. Christiansen,United States,2011
The Rope Curse 2,Liao Shih-han,Taiwan,2020
The Rover,David MichÃ´d,"Australia, United States",2014
The Royal Bengal Tiger,Rajesh Ganguly,India,2014
The Royal Hibiscus Hotel,Ishaya Bako,Nigeria,2017
The Rugrats Movie,"Igor Kovalyov, Norton Virgien",United States,1998
THE RUM DIARY,Bruce Robinson,"United States, United Kingdom",2011
The Runaways,Floria Sigismondi,United States,2010
The Runner,Austin Stark,United States,2015
The Russian Revolution,Cal Seville,United Kingdom,2017
The Ruthless,Renato De Maria,"Italy, France",2019
The Ryan White Story,John Herzfeld,United States,1989
The Saint,Ernie Barbarash,United States,2017
The Salvation,Kristian Levring,"Denmark, United Kingdom, South Africa, Sweden, Belgium",2014
The Sapphires,Wayne Blair,Australia,2012
The School of Mischief,Houssam El-Din Mustafa,Egypt,1973
The Score,Frank Oz,"Germany, Canada, United States",2001
The Sea of Trees,Gus Van Sant,United States,2015
The Search for Life in Space,Stephen Amezdroz,United States,2016
The Secret,"Raffi Ahmad, Arie Azis",,2018
The Secret Life of Pets 2,Chris Renaud,"United States, France, Japan",2019
The Set Up,Niyi Akinmolayan,Nigeria,2019
The Seven Deadly Sins the Movie: Prisoners of the Sky,Noriyuki Abe,Japan,2018
The Seven Five,Tiller Russell,United States,2014
The Shaukeens,Abhishek Sharma,India,2014
The Short Game,Josh Greenbaum,United States,2013
The Show,Giancarlo Esposito,United States,2017
The Show Must Go On: The Queen + Adam Lambert Story,,"United Kingdom, United States",2019
The Siege of Jadotville,Richie Smyth,"Ireland, South Africa",2016
The Sign of Venus,Dino Risi,Italy,1955
The Signal,"William Eubank, Will Eubank",United States,2014
The Silence,John R. Leonetti,"Canada, Germany",2019
The Silence of Others,"Almudena Carracedo, Robert Bahar","Spain, France, Canada, United States",2019
The Silence of the Marsh,Marc Vigil,Spain,2019
The Silent War,Alfonso CortÃ©s-Cavanillas,Spain,2020
The Similars,Isaac Ezban,Mexico,2015
The Sinking Of Van Der Wijck,Sunil Soraya,Indonesia,2013
The Skin of the Wolf,Samu Fuentes,Spain,2018
The Sky Is Pink,Shonali Bose,"India, United Kingdom, Canada, United States",2019
The Sleepover,Trish Sie,United States,2020
The Smurfs,Raja Gosnell,"United States, Belgium, Canada",2011
The Smurfs 2,Raja Gosnell,"United States, France, Canada, Belgium",2013
The Social Dilemma,Jeff Orlowski,United States,2020
The Social Network,David Fincher,United States,2010
The Son,SebastiÃ¡n Schindel,Argentina,2019
The Space Between Us,Peter Chelsom,United States,2016
The Spectacular Now,James Ponsoldt,United States,2013
The Speed Cubers,Sue Kim,United States,2020
The Spiderwick Chronicles,Mark Waters,United States,2008
The spiral,Krzysztof Zanussi,Poland,1978
The Spooky Tale of Captain Underpants Hack-a-ween,,United States,2019
The Spy Next Door,Brian Levant,United States,2010
